"Januszkowice","0814688",866
"Kamienica Dolna","0814731",528
"Kamienica Górna","0814754",776
"Klecie","0814783",626
"Nawsie Brzosteckie","0814837",848
"Opacionka","0814866",448
"Przeczyca","0814872",725
"Siedliska-Bogusz","0814910",1017
"Skurowa","0814961",427
"Smarżowa","0815015",660
"Wola Brzostecka","0815044",535
"Zawadka Brzostecka","0815067",407
"gm.w. Czarna","1803032",12751
"Borowa","0815995",772
"Chotowa","0816049",730
"Czarna","0816109",2656
"Głowaczowa","0816180",757
"Golemki","0816291",504
"Grabiny","0816316",1959
"Jaźwiny","0816405",634
"Podlesie","0816440",364
"Przeryty Bór","0816470",134
"Przyborów","0816500",729
"Róża","0816517",1317
"Stara Jastrząbka","0816569",1190
"Stary Jawornik","0816598",36
"Żdżary","0816606",969
"gm.w. Dębica","1803042",24917
"Braciejowa","0817899",821
"Brzeźnica","0817994",3439
"Głobikowa","0818090",562
"Gumniska","0818150",1217
"Kędzierz","0818226",238
"Kozłów","0818232",722
"Latoszyn","0818255",1393
"Nagawczyna","0818309",2429
"Paszczyna","0818338",1736
"Podgrodzie","0818440",1588
"Pustków","0818539",5588
"Pustynia","0818700",1469
"Stasiówka","0818717",1289
"Stobierna","0818723",994
"Zawada","0818781",1432
"gm.w. Jodłowa","1803052",5472
"Dęborzyn","0821398",378
"Dębowa","0821435",539
"Dzwonowa","0821501",317
"Jodłowa","0821530",3957
"Zagórze","0821665",281
"gm. m-w. Pilzno",1803063,17711
"m. Pilzno ","1803064",4682
"Pilzno","0982345",4682
"w.  Pilzno ","1803065",13029
"Bielowy","0825723",507
"Dobrków","0825752",570
"Gębiczyna","0825806",371
"Gołęczyna","0825864",425
"Jaworze Dolne","0825901",303
"Jaworze Górne","0825930",676
"Lipiny","0826007",1427
"Łęki Dolne","0826094",1612
"Łęki Górne","0826160",1429
"Machowa","0826220",776
"Mokrzec","0826272",223
"Parkosz","0826289",1060
"Podlesie","0826326",315
"Połomia","0826378",72
"Słotowa","0826415",1070
"Strzegocice","0826473",995
"Zwiernik","0826527",1198
"gm.w. Żyraków","1803072",13630
"Bobrowa","0839607",1471
"Bobrowa Wola","0839642",384
"Góra Motyczna","0839659",1038
"Korzeniów","0839671",744
"Mokre","0839725",619
"Nagoszyn","0839731",1624
"Straszęcin","0839783",2094
"Wiewiórka","0839820",981
"Wola Wielka","0839837",630
"Wola Żyrakowska","0839866",699
"Zasów","0839903",892
"Zawierzbie","0839949",888
"Żyraków","0839955",1566
"Powiat jarosławski","1804",122780
"gm. m. Jarosław","1804011",39857
"Jarosław","0972192",39857
"gm. m. Radymno","1804021",5514
"Radymno","0972594",5514
"gm.w. Chłopice","1804032",5613
"Boratyn","0599729",900
"Chłopice","0599764",955
"Dobkowice","0599853",899
"Jankowice","0599899",790
"Lutków","0599920",257
"Łowce","0599965",1261
"Zamiechów","0600013",551
"gm.w. Jarosław","1804042",12940
"Koniaczów","0603052",563
"Kostków","0603081",498
"Leżachów-Osada","0611264",118
"Makowisko","0603112",1286
"Morawsko","0603170",1030
"Munina","0603224",2030
"Pełkinie","0603260",1793
"Sobiecin","0603336",441
"Surochów","0603394",1019
"Tuczempy","0603483",1659
"Wola Buchowska","0603589",820
"Wólka Pełkińska","0603632",1465
"Zgoda","0603721",218
"gm.w. Laszki","1804052",7038
"Bobrówka","0605370",437
"Charytany","0605418",353
"Czerniawka","0605476",136
"Korzenica","0605482",645
"Laszki","0605536",1850
"Miękisz Nowy","0605631",643
"Miękisz Stary","0605677",552
"Tuchla","0605720",359
"Wietlin","0605766",957
"Wietlin Pierwszy","0605625",157
"Wietlin Trzeci","0605832",304
"Wysocko","0605849",645
"gm.w. Pawłosiów","1804062",8346
"Cieszacin Mały","0607736",333
"Cieszacin Wielki","0607765",907
"Kidałowice","0607802",839
"Maleniska","0607831",568
"Ożańsk","0607854",479
"Pawłosiów","0607890",1954
"Szczytna","0607966",315
"Tywonia","0607972",598
"Widna Góra","1063066",1063
"Wierzbna","0608003",1290
"gm. m-w. Pruchnik  ",1804073,9834
"m. Pruchnik  ","1804074",3675
"Pruchnik","0608316",3675
"w.  Pruchnik  ","1804075",6159
"Hawłowice","0608032",489
"Jodłówka","0608084",1816
"Kramarzówka","0608196",1725
"Rozbórz Długi","0608434",789
"Rozbórz Okrągły","0608492",425
"Rzeplin","0608517",400
"Świebodna","0608581",515
"gm.w. Radymno","1804082",11507
"Budzyń","0609340",179
"Chałupki Chotynieckie","0609362",12
"Chotyniec","0609379",777
"Duńkowice","0609400",964
"Grabowiec","0609474",122
"Korczowa","0609497",591
"Łazy","0609600",1047
"Michałówka","0609698",303
"Młyny","0609735",296
"Nienowice","0609764",679
"Ostrów","0609801",1619
"Skołoszów","0609847",1514
"Sośnica","0609907",1393
"Sośnica-Brzeg","0609793",163
"Święte","0609988",1052
"Zabłotce","0610030",402
"Zaleska Wola","0610017",154
"Zamojsce","0610052",240
"gm.w. Rokietnica","1804092",4376
"Czelatyce","0610069",667
"Rokietnica","0610106",2516
"Tapin","0610282",479
"Tuligłowy","0610320",714
"gm.w. Roźwienica","1804102",6301
"Bystrowice","0610388",533
"Chorzów","0610460",287
"Cząstkowice","0610508",465
"Czudowice","0610514",238
"Roźwienica","0610520",685
"Rudołowice","0610572",1424
"Tyniowice","0610649",494
"Węgierka","0610678",808
"Więckowice","0610780",217
"Wola Roźwienicka","0610804",540
"Wola Węgierska","0610840",610
"gm.w. Wiązownica","1804112",11454
"Cetula","0612306",557
"Manasterz","0612364",717
"Mołodycz","0612424",632
"Nielepkowice","0612536",401
"Piwoda","0612559",1189
"Radawa","0612588",382
"Ryszkowa Wola","0612714",789
"Surmaczówka","0612766",204
"Szówsko","0612795",3254
"Wiązownica","0612909",1912
"Wólka Zapałowska","0612967",84
"Zapałów","0612980",1333
"Powiat jasielski","1805",115734
"gm. m. Jasło","1805011",37071
"Jasło","0953059",37071
"gm.w. Brzyska","1805022",6392
"Błażkowa","0346299",1582
"Brzyska","0346371",2220
"Dąbrówka","0346454",561
"Kłodawa","0346477",349
"Lipnica Dolna","0346483",590
"Ujazd","0346508",463
"Wróblowa","0346520",627
"gm.w. Dębowiec","1805032",8573
"Cieklin","0348097",1217
"Dębowiec","0348134",2035
"Dobrynia","0348192",525
"Duląbka","0348200",343
"Dzielec","0348223",200
"Folusz","0348230",666
"Łazy Dębowieckie","0348246",644
"Majscowa","0348269",538
"Pagórek","0348306",421
"Wola Cieklińska","0348329",245
"Wola Dębowiecka","0348335",663
"Zarzecze","0348341",1076
"gm.w. Jasło","1805042",16233
"Bierówka","0352740",570
"Brzyście","0352785",361
"Chrząstówka","0352791",334
"Gorajowice","0352816",283
"Jareniówka","0352845",738
"Kowalowy","0352868",505
"Łaski","0352905",715
"Niegłowice","0352928",917
"Niepla","0352940",578
"Opacie","0352986",549
"Osobnica","0352992",3527
"Sobniów","0353052",269
"Szebnie","0353075",949
"Trzcinica","0353112",2360
"Warzyce","0353170",1647
"Wolica","0353307",806
"Zimna Woda","0353320",373
"Żółków","0353336",752
"gm. m-w. Kołaczyce",1805053,9072
"m. Kołaczyce ","1805054",1467
"Kołaczyce","0353968",1467
"w.  Kołaczyce ","1805055",7605
"Bieździadka","0353891",1425
"Bieździedza","0353939",1455
"Krajowice","0354011",406
"Lublica","0354028",603
"Nawsie Kołaczyckie","0354057",1685
"Sieklówka","0354117",1050
"Sowina","0354169",981
"gm.w. Krempna","1805062",2009
"Grab","0355335",63
"Kotań","0355341",322
"Krempna","0355358",533
"Myscowa","0355387",265
"Ożenna","0355476",96
"Polany","0355482",261
"Świątkowa Mała","0355536",111
"Świątkowa Wielka","0355542",228
"Wyszowatka","0355559",130
"gm.w. Nowy Żmigród","1805072",9373
"Brzezowa","0356903",372
"Desznica","0356955",332
"Gorzyce","0356961",520
"Grabanina","0356978",159
"Jaworze","0357009",87
"Kąty","0357015",1020
"Łężyny","0357096",894
"Łysa Góra","0357133",660
"Makowiska","0357179",465
"Mytarka","0357191",303
"Mytarz","0357200",397
"Nienaszów","0357216",1129
"Nowy Żmigród","0357268",1378
"Sadki","0357280",227
"Siedliska Żmigrodzkie","0357305",263
"Skalnik","0357328",311
"Stary Żmigród","0357334",432
"Toki","0357340",424
"gm.w. Osiek Jasielski","1805082",5389
"Czekaj","0358569",240
"Mrukowa","0358575",616
"Osiek Jasielski","0358612",704
"Pielgrzymka","0358658",741
"Samoklęski","0358687",983
"Świerchowa","0358724",607
"Załęże","0358730",685
"Zawadka Osiecka","0358747",813
"gm.w. Skołyszyn","1805092",12450
"Bączal Dolny","0359899",670
"Bączal Górny","0359920",618
"Harklowa","0359965",1611
"Jabłonica","0360030",748
"Kunowa","0360069",434
"Lipnica Górna","0360106",456
"Lisów","0360135",895
"Przysieki","0360201",1533
"Pusta Wola","0360253",272
"Siedliska Sławęcińskie","0360260",208
"Siepietnica","0360299",493
"Skołyszyn","0360320",1938
"Sławęcin","0360365",354
"Święcany","0360402",2220
"gm.w. Tarnowiec","1805112",9172
"Brzezówka","0360738",489
"Czeluśnica","0360767",729
"Dobrucowa","0360780",349
"Gąsówka","0360810",200
"Gliniczek","0360840",376
"Glinik Polski","0360856",607
"Łajsce","0360916",567
"Łubienko","0360945",333
"Łubno Szlacheckie","0361011",461
"Łubno-Opace","0360980",309
"Nowy Glinik","0361028",631
"Potakówka","0361086",431
"Roztoki","0361152",447
"Sądkowa","0361169",561
"Tarnowiec","0361181",1253
"Umieszcz","0361229",651
"Wrocanka","0361241",778
"Powiat kolbuszowski","1806",62833
"gm.w. Cmolas","1806012",8058
"Cmolas","0646699",2956
"Hadykówka","0646771",789
"Jagodnik","0646788",486
"Ostrowy Baranowskie","0646794",608
"Ostrowy Tuszowskie","0646860",937
"Poręby Dymarskie","0646966",815
"Toporów","0647078",77
"Trzęsówka","0647084",1390
"gm. m-w. Kolbuszowa",1806023,25118
"m. Kolbuszowa","1806024",9428
"Kolbuszowa","0974392",9428
"w.  Kolbuszowa","1806025",15690
"Bukowiec","0652151",371
"Domatków","0652168",1019
"Huta Przedborska","0652211",294
"Kłapówka","0652257",223
"Kolbuszowa Dolna","0652263",2154
"Kolbuszowa Górna","0652292",2800
"Kupno","0652317",1534
"Nowa Wieś","0652346",706
"Poręby Kupieńskie","0652369",277
"Przedbórz","0652435",898
"Świerczów","0652530",569
"Werynia","0652547",1577
"Widełka","0652582",2370
"Zarębki","0652665",898
"gm.w. Majdan Królewski","1806032",9930
"Brzostowa Góra","0799003",938
"Huta Komorowska","0799055",1419
"Komorów","0799144",1474
"Krzątka","0799300",2204
"Majdan Królewski","0799405",2683
"Rusinów","0799463",238
"Wola Rusinowska","0799517",974
"gm.w. Niwiska","1806042",6007
"Hucina","0657065",446
"Hucisko","0657094",432
"Kosowy","0657125",820
"Leszcze","0657208",262
"Niwiska","0657220",1573
"Przyłęk","0657310",759
"Siedlanka","0657349",729
"Trześń","0657355",688
"Zapole","0657384",298
"gm.w. Raniżów","1806052",7204
"Korczowiska","0659331",280
"Mazury","0659354",840
"Raniżów","0659408",2236
"Staniszewskie","0659495",620
"Wola Raniżowska","0659503",2299
"Zielonka","0659532",929
"gm.w. Dzikowiec","1806062",6516
"Dzikowiec","0662110",1390
"Kopcie","0661836",709
"Lipnica","0661960",1250
"Mechowiec","0662014",676
"Nowy Dzikowiec","0662050",307
"Płazówka","0662072",156
"Wilcza Wola","0662161",2028
"Powiat krośnieński","1807",111681
"gm.w. Chorkówka","1807012",13477
"Bóbrka","0346840",815
"Chorkówka","0346916",850
"Draganowa","0346980",560
"Faliszówka","0347040",818
"Kobylany","0347070",1043
"Kopytowa","0347235",1398
"Leśniówka","0347330",535
"Machnówka","0347360",264
"Poraj","0347420",305
"Sulistrowa","0347442",380
"Szczepańcowa","0347488",1214
"Świerzowa Polska","0347577",2152
"Zręcin","0347643",2111
"Żeglce","0347726",1032
"gm. m-w. Dukla",1807023,14855
"m. Dukla  ","1807024",2198
"Dukla","0952924",2198
"w.  Dukla  ","1807025",12657
"Barwinek","0348944",254
"Cergowa","0348950",1340
"Chyrowa","0349010",101
"Głojsce","0349062",798
"Iwla","0349122",740
"Jasionka","0349330",1233
"Lipowica","0349560",278
"Łęki Dukielskie","0349642",1672
"Mszana","0349837",273
"Nadole","0349866",476
"Nowa Wieś","0349889",177
"Olchowiec","0349903",68
"Ropianka","0349955",9
"Równe","0349961",1954
"Teodorówka","0350421",1067
"Trzciana","0350473",221
"Tylawa","0350510",381
"Wietrzno","0350562",829
"Zawadka Rymanowska","0350639",238
"Zboiska","0350645",408
"Zyndranowa","0350651",140
"gm. m-w. Iwonicz-Zdrój",1807033,10919
"m. Iwonicz-Zdrój","1807034",1890
"Iwonicz-Zdrój","0953007",1890
"w.  Iwonicz-Zdrój","1807035",9029
"Iwonicz","0351580",4355
"Lubatowa","0351640",3550
"Lubatówka","0352153",1124
"gm. m-w. Jedlicze",1807043,15469
"m. Jedlicze  ","1807044",5752
"Jedlicze","0953237",5752
"w.  Jedlicze  ","1807045",9717
"Chlebna","0353365",736
"Długie","0353402",727
"Dobieszyn","0353454",1487
"Jaszczew","0353508",1413
"Moderówka","0353572",1258
"Piotrówka","0353632",446
"Podniebyle","0353684",366
"Poręby","0353750",403
"Potok","0353780",1763
"Żarnowiec","0353856",1118
"gm.w. Korczyna","1807052",11003
"Czarnorzeki","0354590",347
"Iskrzynia","0354608",1222
"Kombornia","0354672",1446
"Korczyna","0354784",6034
"Krasna","0355051",693
"Węglówka","0355186",832
"Wola Komborska","0355275",429
"gm.w. Krościenko Wyżne","1807062",5426
"Krościenko Wyżne","0355080",5426
"gm.w. Miejsce Piastowe","1807072",13554
"Głowienka","0356381",2284
"Łężany","0356493",1733
"Miejsce Piastowe","0356530",2104
"Niżna Łąka","0356613",315
"Rogi","0356671",2460
"Targowiska","0356725",2779
"Widacz","0356790",707
"Wrocanka","0356814",1172
"gm. m-w. Rymanów",1807083,15682
"m. Rymanów","1807084",3699
"Rymanów","0953421",3699
"w.  Rymanów","1807085",11983
"Bałucianka","0358753",135
"Bzianka","0358760",576
"Głębokie","0358836",712
"Klimkówka","0358865",1857
"Królik Polski","0358888",774
"Ladzin","0358894",548
"Łazy","0358919",105
"Milcza","0358925",1040
"Posada Górna","0358948",1629
"Puławy","0359008",151
"Rudawka Rymanowska","0359014",40
"Rymanów-Zdrój","0358990",1434
"Sieniawa","0359020",1079
"Wisłoczek","0359050",163
"Wróblik Królewski","0359066",779
"Wróblik Szlachecki","0359072",961
"gm.w. Wojaszówka","1807092",9196
"Bajdy","0361844",668
"Bratkówka","0361927",612
"Łączki Jagiellońskie","0361979",313
"Łęki Strzyżowskie","0362022",1105
"Odrzykoń","0362080",3068
"Pietrusza Wola","0362230",307
"Przybówka","0362281",792
"Rzepnik","0362358",171
"Ustrobna","0362401",1164
"Wojaszówka","0362507",698
"Wojkówka","0362542",298
"gm.w. Jaśliska","1807102",2100
"Daliowa","0349033",315
"Jaśliska","0349524",455
"Lipowiec","0349636",3
"Posada Jaśliska","0349926",828
"Szklary","0350415",200
"Wola Niżna","0350616",274
"Wola Wyżna","0350622",25
"Powiat leżajski","1808",70152
"gm. m. Leżajsk","1808011",14512
"Leżajsk","0974400",14512
"gm.w. Grodzisko Dolne","1808022",8118
"Chodaczów","0650525",563
"Grodzisko Dolne","0650590",2274
"Grodzisko Górne","0650703",2232
"Grodzisko Nowe","0650502",804
"Laszczyny","0650761",389
"Opaleniska","0650790",274
"Podlesie","0650838",271
"Wólka Grodziska","0650844",741
"Zmysłówka","0650880",570
"gm.w. Kuryłówka","1808032",5724
"Brzyska Wola","0652990",1393
"Dąbrowica","0653067",642
"Jastrzębiec","0653110",271
"Kolonia Polska","0653133",268
"Kulno","0653162",539
"Kuryłówka","0653222",1681
"Ożanna","0653274",308
"Słoboda","0653305",167
"Tarnawiec","0653334",251
"Wólka Łamana","0653357",204
"gm.w. Leżajsk","1808042",19990
"Biedaczów","0653392",764
"Brzóza Królewska","0653430",3495
"Chałupki Dębniańskie","0653618",887
"Dębno","0653630",1389
"Giedlarowa","0653682",4126
"Gwizdów","0653794",598
"Hucisko","0653825",783
"Maleniska","0653854",302
"Piskorowice","0653860",1329
"Przychojec","0653920",956
"Rzuchów","0653972",283
"Stare Miasto","0654010",1690
"Wierzawice","0654078",3388
"gm. m-w. Nowa Sarzyna ",1808053,21808
"m. Nowa Sarzyna ","1808054",6380
"Nowa Sarzyna","0974788",6380
"w.  Nowa Sarzyna ","1808055",15428
"Jelna","0657409",2035
"Łętownia","0657480",2660
"Łukowa","0657579",643
"Ruda Łańcucka","0657591",846
"Sarzyna","0657616",3881
"Tarnogóra","0657668",877
"Wola Zarczycka","0657680",3882
"Wólka Łętowska","0657906",604
"Powiat lubaczowski","1809",57761
"gm. m. Lubaczów","1809011",12573
"Lubaczów","0972447",12573
"gm. m-w. Cieszanów",1809023,7608
"m. Cieszanów ","1809024",1990
"Cieszanów","0972051",1990
"w.  Cieszanów ","1809025",5618
"Chotylub","0600042",427
"Dachnów","0600059",1423
"Folwarki","0600088",172
"Gorajec","0600119",171
"Kowalówka","0600125",213
"Niemstów","0600154",641
"Nowe Sioło","0600177",1245
"Nowy Lubliniec","0600190",498
"Stary Lubliniec","0600208",562
"Żuków","0600214",266
"gm.w. Horyniec-Zdrój","1809032",5008
"Dziewięcierz","0602779",253
"Horyniec-Zdrój","0602816",2472
"Krzywe","0602822",46
"Nowe Brusno","0602851",484
"Nowiny Horynieckie","0602868",91
"Podemszczyzna","0602874",295
"Polanka Horyniecka","0602897",111
"Prusie","0602911",71
"Radruż","0602928",231
"Świdnica","0602957",152
"Werchrata","0602963",504
"Wólka Horyniecka","0603023",298
"gm.w. Lubaczów","1809042",9178
"Antoniki","0606292",210
"Bałaje","0605878",252
"Basznia Dolna","0605890",919
"Basznia Górna","0605950",424
"Borowa Góra","0605980",204
"Budomierz","0605996",104
"Dąbków","0606004",316
"Dąbrowa","0606010",309
"Hurcze","0606091",140
"Huta Kryształowa","0606100",78
"Karolówka","0606116",179
"Krowica Hołodowska","0606122",468
"Krowica Lasowa","0606168",224
"Krowica Sama","0606180",730
"Lisie Jamy","0606234",1111
"Młodów","0606286",914
"Opaka","0606317",545
"Piastowo","0606352",172
"Podlesie","0606369",61
"Szczutków","0606375",364
"Tymce","0606435",282
"Wólka Krowicka","0606441",382
"Załuże","0606464",790
"gm. m-w. Narol ",1809053,8429
"m. Narol  ","1809054",2099
"Narol","0606984",2099
"w.  Narol  ","1809055",6330
"Chlewiska","0606688",358
"Dębiny","0606719",212
"Huta Różaniecka","0606731",394
"Huta-Złomy","0606777",162
"Jędrzejówka","0606837",477
"Kadłubiska","0606866",208
"Lipie","0606872",370
"Lipsko","0606895",436
"Łówcza","0606903",494
"Łukawica","0606949",330
"Narol-Wieś","0607015",502
"Płazów","0607021",468
"Podlesina","0607044",122
"Ruda Różaniecka","0607050",1289
"Wola Wielka","0607080",508
"gm. m-w. Oleszyce",1809063,6579
"m. Oleszyce  ","1809064",3152
"Oleszyce","0972507",3152
"w.  Oleszyce  ","1809065",3427
"Borchów","0607127",247
"Futory","0607140",539
"Nowa Grobla","0607185",397
"Stare Oleszyce","0607216",978
"Stare Sioło","0607245",1063
"Sucha Wola","0607280",203
"gm.w. Stary Dzików","1809072",4442
"Cewków","0611494",1535
"Moszczanica","0611519",496
"Nowy Dzików","0611548",643
"Stary Dzików","0611554",1245
"Ułazów","0611577",523
"gm.w. Wielkie Oczy","1809082",3944
"Bihale","0613027",299
"Kobylnica Ruska","0613062",172
"Kobylnica Wołoska","0613085",380
"Łukawiec","0613174",1432
"Majdan Lipowiecki","0613228",170
"Potok Jaworowski","0613234",69
"Skolin","0613240",264
"Wielkie Oczy","0613263",968
"Wólka Żmijowska","0613292",23
"Żmijowiska","0613300",167
"Powiat łańcucki","1810",79373
"gm. m. Łańcut","1810011",18184
"Łańcut","0974529",18184
"gm.w. Białobrzegi","1810022",8334
"Białobrzegi","0643519",2420
"Budy Łańcuckie","0643620",1894
"Dębina","0643726",947
"Korniaktów Południowy","0643755",588
"Korniaktów Północny","0643809",574
"Wola Dalsza","0643838",1911
"gm.w. Czarna","1810032",11111
"Czarna","0647144",1756
"Dąbrówki","0647227",1559
"Krzemienica","0647279",2798
"Medynia Głogowska","0647345",1583
"Medynia Łańcucka","0647405",697
"Pogwizdów","0647440",1144
"Wola Mała","0647546",848
"Zalesie","0647569",726
"gm.w. Łańcut","1810042",21003
"Albigowa","0654635",2952
"Cierpisz","0654724",849
"Głuchów","0654776",1728
"Handzlówka","0654859",1557
"Kosina","0655037",3593
"Kraczkowa","0655089",3584
"Rogóżno","0655155",1180
"Sonina","0655209",2979
"Wysoka","0655250",2581
"gm.w. Markowa","1810052",6639
"Husów","0655333",1957
"Markowa","0655391",4201
"Tarnawka","0655511",481
"gm.w. Rakszawa","1810062",7246
"Rakszawa","0659130",6241
"Węgliska","0659271",468
"Wydrze","0659294",537
"gm.w. Żołynia","1810072",6856
"Brzóza Stadnicka","0667678",1128
"Smolarzyny","0667715",540
"Żołynia","0667750",5188
"Powiat mielecki","1811",135980
"gm. m. Mielec","1811011",61549
"Mielec","0974618",61549
"gm.w. Borowa","1811022",5622
"Borowa","0645458",1573
"Gliny Małe","0645620",661
"Gliny Wielkie","0645702",348
"Górki","0645731",538
"Łysakówek","0645820",330
"Orłów","0645872",265
"Pławo","0645926",562
"Sadkowa Góra","0645955",818
"Surowa","0646021",264
"Wola Pławska","0646050",263
"gm.w. Czermin","1811032",6978
"Breń Osuchowski","0647606",508
"Czermin","0647724",1836
"Dąbrówka Osuchowska","0647820",419
"Łysaków","0647842",826
"Otałęż","0647925",718
"Szafranów","0648037",252
"Trzciana","0648103",1437
"Wola Otałęska","0648184",434
"Ziempniów","0648250",548
"gm.w. Gawłuszowice","1811042",2836
"Brzyście","0664929",290
"Gawłuszowice","0645576",501
"Kliszów","0665320",620
"Krzemienica","0665372",414
"Młodochów","0665521",298
"Ostrówek","0645889",213
"Wola Zdakowska","0665662",500
"gm.w. Mielec","1811052",12806
"Boża Wola","0655540",129
"Chorzelów","0655563",2789
"Chrząstów","0655617",692
"Goleszów","0655675",399
"Książnice","0655698",600
"Podleszany","0655735",1681
"Rydzów","0655787",353
"Rzędzianowice","0655818",1370
"Szydłowiec","0655882",153
"Trześń","0655920",1366
"Wola Chorzelowska","0656002",384
"Wola Mielecka","0656048",1970
"Złotniki","0656090",920
"gm.w. Padew Narodowa","1811062",5424
"Babule","0803035",229
"Domacyny","0803070",242
"Kębłów","0803124",357
"Padew Narodowa","0803160",2342
"Piechoty","0803271",249
"Pierzchne","0803319",120
"Przykop","0803348",295
"Rożniaty","0803377",386
"Wojków","0803466",387
"Zachwiejów","0803495",184
"Zaduszniki","0803549",237
"Zarównie","0803578",396
"gm. m-w. Przecław",1811073,11436
"m. Przecław  ","1811074",1643
"Przecław","0658828",1643
"w.  Przecław  ","1811075",9793
"Biały Bór","0658426",924
"Błonie","0658490",780
"Dobrynin","0658550",905
"Kiełków","0658610",835
"Łączki Brzeskie","0658685",1072
"Podole","0658774",1044
"Rzemień","0658900",1342
"Tuszyma","0658975",2417
"Wylów","0659058",258
"Zaborcze","0659093",216
"gm. m-w. Radomyśl Wielki ",1811083,14039
"m. Radomyśl Wielki ","1811084",3037
"Radomyśl Wielki","0982411",3037
"w.  Radomyśl Wielki ","1811085",11002
"Dąbie","0828087",932
"Dąbrówka Wisłocka","0828124",727
"Dulcza Mała","0828153",842
"Dulcza Wielka","0828236",1726
"Janowiec","0828348",640
"Partynia","0828414",1197
"Pień","0828443",334
"Podborze","0828466",737
"Ruda","0828510",1573
"Zdziarzec","0828638",946
"Zgórsko","0828667",437
"Żarówka","0828704",911
"gm.w. Tuszów Narodowy","1811092",7802
"Babicha","0664852",277
"Borki Nizińskie","0664906",487
"Czajkowa","0665018",647
"Dębiaki","0664941",262
"Grochowe","0665120",908
"Jaślany","0665248",1163
"Józefów","0665314",115
"Ławnica","0665403",727
"Malinie","0665455",1666
